exchange,symbol,company
XNSE,MASKINVEST_UADJ,Mask Investments Ltd (MASKINVEST) Unadjusted Stock Prices
XNSE,MFIPRU2288_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU2288) Unadjusted Stock Prices
XNSE,MFBSLCAP19RG_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLCAP19RG) Unadjusted Stock Prices
XNSE,MASKINVEST,Mask Investments Ltd (MASKINVEST)
XNSE,MFBSLCAP19RG,Birla Sun Life Asset Management Company Ltd (MFBSLCAP19RG)
XNSE,PEARLPOLY,Pearl Polymers Ltd. (PEARLPOLY)
XNSE,PARASPETRO_UADJ,Paras Petrofils Ltd. (PARASPETRO) Unadjusted Stock Prices
XNSE,ORTINLABSS_UADJ,Ortin Laboratories Ltd. (ORTINLABSS) Unadjusted Stock Prices
XNSE,PARASPETRO,Paras Petrofils Ltd. (PARASPETRO)
XNSE,OMNITECH_UADJ,Omnitech Infosolutions Ltd. (OMNITECH) Unadjusted Stock Prices
XNSE,OMNITECH,Omnitech Infosolutions Ltd. (OMNITECH)
XNSE,NET4_UADJ,Net 4 India Ltd. (NET4) Unadjusted Stock Prices
XNSE,MIC_UADJ,MIC Electronics Ltd. (MIC) Unadjusted Stock Prices
XNSE,MAXWELL_UADJ,VIP Clothing Ltd. (MAXWELL) Unadjusted Stock Prices
XNSE,MERCATOR,Mercator Ltd (MERCATOR)
XNSE,MAXWELL,VIP Clothing Ltd. (MAXWELL)
XNSE,MAGMA_UADJ,Magma Fincorp Ltd (MAGMA) Unadjusted Stock Prices
XNSE,LUMAXAUTO_UADJ,Lumax Automotive Systems Ltd. (LUMAXAUTO) Unadjusted Stock Prices
XNSE,KEMROCK,Kemrock Industries & Exports Ltd. (KEMROCK)
XNSE,KEMROCK_UADJ,Kemrock Industries & Exports Ltd. (KEMROCK) Unadjusted Stock Prices
XNSE,KAMDHENU_UADJ,Kamdhenu Ltd. (KAMDHENU) Unadjusted Stock Prices
XNSE,KALINDEE_UADJ,Kalindee Rail Nirman (Engineers) Ltd. (KALINDEE) Unadjusted Stock Prices
XNSE,JUBLFOOD,Jubilant FoodWorks Limited (JUBLFOOD)
XNSE,KALINDEE,Kalindee Rail Nirman (Engineers) Ltd. (KALINDEE)
XNSE,JPPOWER_UADJ,Jaiprakash Power Ventures Ltd (JPPOWER) Unadjusted Stock Prices
XNSE,FINANTECH,63 Moons Technologies Ltd. (FINANTECH)
XNSE,FINANTECH_UADJ,63 Moons Technologies Ltd. (FINANTECH) Unadjusted Stock Prices
XNSE,FARMAXIND,Farmax India Ltd (FARMAXIND)
XNSE,GDL,Gateway Distriparks Ltd. (GDL)
XNSE,FRETAIL,Future Retail Ltd. (FRETAIL)
XNSE,GEOJITBNPP,Geojit BNP Paribas Financial Services Ltd. (GEOJITBNPP)
XNSE,GEOJITBNPP_UADJ,Geojit BNP Paribas Financial Services Ltd. (GEOJITBNPP) Unadjusted Stock Prices
XNSE,DCM,DCM Ltd. (DCM)
XNSE,CIPLA_UADJ,Cipla Ltd. (CIPLA) Unadjusted Stock Prices
XNSE,ACROPETAL,Acropetal Technologies Ltd (ACROPETAL)
XNSE,ADI,Fairchem Speciality Ltd. (ADI)
XNSE,ANANDAMRUB,Anandam Rubber Co. Ltd. (ANANDAMRUB)
XNSE,AHLWEST_UADJ,Asian Hotels (West) Ltd (AHLWEST) Unadjusted Stock Prices
XNSE,AGARIND_UADJ,Agarwal Industrial Corporation Ltd (AGARIND) Unadjusted Stock Prices
XNSE,ADI_UADJ,Fairchem Speciality Ltd. (ADI) Unadjusted Stock Prices
XNSE,ABB,ABB India Ltd (ABB)
XNSE,RMMIL_UADJ,Resurgere Mines & Minerals India Ltd (RMMIL) Unadjusted Stock Prices
XNSE,ACROPETAL_UADJ,Acropetal Technologies Ltd (ACROPETAL) Unadjusted Stock Prices
XNSE,RMMIL,Resurgere Mines & Minerals India Ltd (RMMIL)
XNSE,LAOPALA_UADJ,La Opala RG Ltd. (LAOPALA) Unadjusted Stock Prices
XNSE,KGL_UADJ,Karuturi Global Ltd (KGL) Unadjusted Stock Prices
XNSE,LALPATHLAB_UADJ,Dr. Lal PathLabs Ltd. (LALPATHLAB) Unadjusted Stock Prices
XNSE,KESORAMIND_UADJ,Kesoram Industries Ltd. (KESORAMIND) Unadjusted Stock Prices
XNSE,LAKSHVILAS,Lakshmi Vilas Bank Ltd. (LAKSHVILAS)
XNSE,LAKSHMIEFL,Lakshmi Energy and Foods Ltd (LAKSHMIEFL)
XNSE,KESARENT,Kesar Enterprises Ltd. (KESARENT)
XNSE,KOTHARIPRO,Kothari Products Ltd. (KOTHARIPRO)
XNSE,KOPRAN,Kopran Ltd. (KOPRAN)
XNSE,KNRCON,KNR Constructions Ltd (KNRCON)
XNSE,GULPOLY,Gulshan Polyols Ltd (GULPOLY)
XNSE,KILITCH_UADJ,Kilitch Drugs (India) Ltd. (KILITCH) Unadjusted Stock Prices
XNSE,JVLAGRO_UADJ,JVL Agro Industries Ltd (JVLAGRO) Unadjusted Stock Prices
XNSE,KDDL_UADJ,KDDL Ltd (KDDL) Unadjusted Stock Prices
XNSE,INFY_UADJ,Infosys Ltd (INFY) Unadjusted Stock Prices
XNSE,KARURVYSYA,Karur Vysya Bank Ltd. (KARURVYSYA)
XNSE,KCP_UADJ,KCP Ltd. (KCP) Unadjusted Stock Prices
XNSE,KANSAINER,Kansai Nerolac Paints Ltd. (KANSAINER)
XNSE,ITDC_UADJ,India Tourism Development Corporation Ltd. (ITDC) Unadjusted Stock Prices
XNSE,JAYAGROGN,Jayant Agro-Organics Ltd. (JAYAGROGN)
XNSE,IVP,IVP Ltd. (IVP)
XNSE,ISMTLTD_UADJ,ISMT Ltd. (ISMTLTD) Unadjusted Stock Prices
XNSE,IOLCP,IOL Chemicals & Pharmaceuticals Ltd. (IOLCP)
XNSE,INVENTURE_UADJ,Inventure Growth and Securities Ltd (INVENTURE) Unadjusted Stock Prices
XNSE,INOXLEISUR,INOX Leisure Ltd. (INOXLEISUR)
XNSE,INEOSSTYRO_UADJ,INEOS Styrolution India Ltd. (INEOSSTYRO) Unadjusted Stock Prices
XNSE,HONDAPOWER,Honda SIEL Power Products Ltd. (HONDAPOWER)
XNSE,INFRABEES,Goldman Sachs Asset Management (India) Pvt. Ltd. (INFRABEES)
XNSE,INDOTHAI_UADJ,Indo Thai Securities Ltd (INDOTHAI) Unadjusted Stock Prices
XNSE,INDOCO_UADJ,Indoco Remedies Ltd (INDOCO) Unadjusted Stock Prices
XNSE,INDLMETER,IMP Powers Ltd (INDLMETER)
XNSE,INDIACEM_UADJ,India Cements Ltd. (INDIACEM) Unadjusted Stock Prices
XNSE,GEPIL_UADJ,GE Power India Ltd (GEPIL) Unadjusted Stock Prices
XNSE,IIFL,IIFL Holdings Ltd. (IIFL)
XNSE,HUBTOWN,Hubtown Ltd (HUBTOWN)
XNSE,HATHWAY,Hathway Cable & Datacom Limited (HATHWAY)
XNSE,HOTELEELA,Hotel Leelaventure Ltd. (HOTELEELA)
XNSE,HSIL_UADJ,HSIL Ltd (HSIL) Unadjusted Stock Prices
XNSE,HOTELRUGBY,Hotel Rugby Ltd. (HOTELRUGBY)
XNSE,HINDUJAVEN_UADJ,Hinduja Ventures Ltd. (HINDUJAVEN) Unadjusted Stock Prices
XNSE,HILTON,Hilton Metal Forging Ltd. (HILTON)
XNSE,HIMATSEIDE_UADJ,Himatsingka Seide Ltd. (HIMATSEIDE) Unadjusted Stock Prices
XNSE,HIKAL,Hikal Ltd. (HIKAL)
XNSE,HGS_UADJ,Hinduja Global Solutions Ltd. (HGS) Unadjusted Stock Prices
XNSE,HEXAWARE_UADJ,Hexaware Technologies Ltd. (HEXAWARE) Unadjusted Stock Prices
XNSE,HDFCMFGETF,HDFC Asset Management Company Ltd. (HDFCMFGETF)
XNSE,HERCULES,Hercules Hoists Ltd. (HERCULES)
XNSE,HDFCBANK_UADJ,HDFC Bank Ltd. (HDFCBANK) Unadjusted Stock Prices
XNSE,GUJALKALI_UADJ,Gujarat Alkalies & Chemicals Ltd. (GUJALKALI) Unadjusted Stock Prices
XNSE,GREENLAM,Greenlam Industries Ltd. (GREENLAM)
XNSE,GOLDTECH,Goldstone Technologies Ltd (GOLDTECH)
XNSE,GOKUL,Gokul Refoils & Solvent Ltd. (GOKUL)
XNSE,GLOBOFFS,Global Offshore Services Ltd (GLOBOFFS)
XNSE,GLOBALVECT,Global Vectra Helicorp Ltd. (GLOBALVECT)
XNSE,GENESYS_UADJ,Genesys International Corporation Ltd. (GENESYS) Unadjusted Stock Prices
XNSE,GAMMNINFRA_UADJ,Gammon Infrastructure Projects Ltd (GAMMNINFRA) Unadjusted Stock Prices
XNSE,FORTIS,Fortis Healthcare Ltd (FORTIS)
XNSE,FILATEX,Filatex India Ltd. (FILATEX)
XNSE,FEL_UADJ,Future Enterprises Ltd. (FEL) Unadjusted Stock Prices
XNSE,FARMAXIND_UADJ,Farmax India Ltd (FARMAXIND) Unadjusted Stock Prices
XNSE,UITAS_UADJ,Equitas Holding Ltd (EQUITAS) Unadjusted Stock Prices
XNSE,ELECON,Elecon Engineering Co. Ltd. (ELECON)
XNSE,EKC,Everest Kanto Cylinder Ltd. (EKC)
XNSE,DOLPHINOFF_UADJ,Dolphin Offshore Enterprises (India) Ltd. (DOLPHINOFF) Unadjusted Stock Prices
XNSE,DCBBANK_UADJ,DCB Bank Ltd. (DCBBANK) Unadjusted Stock Prices
XNSE,DABUR,Dabur India Ltd. (DABUR)
XNSE,DBREALTY,D B Realty Limited (DBREALTY)
XNSE,CREST_UADJ,Crest Ventures Ltd. (CREST) Unadjusted Stock Prices
XNSE,COMPINFO,Compuage Infocom Ltd (COMPINFO)
XNSE,COLPAL,Colgate-Palmolive (India) Ltd. (COLPAL)
XNSE,CMICABLES,CMI Ltd. (India) (CMICABLES)
XNSE,CHAMBLFERT_UADJ,Chambal Fertilizers & Chemicals Ltd. (CHAMBLFERT) Unadjusted Stock Prices
XNSE,CENTUM_UADJ,Centum Electronics Ltd. (CENTUM) Unadjusted Stock Prices
XNSE,CENTUM,Centum Electronics Ltd. (CENTUM)
XNSE,CARERATING,Credit Analysis & Research Ltd (CARERATING)
XNSE,CAPF_UADJ,Capital First Ltd. (CAPF) Unadjusted Stock Prices
XNSE,CAIRN_UADJ,Cairn India Ltd. (CAIRN) Unadjusted Stock Prices
XNSE,BYKE,Byke Hospitality Ltd (BYKE)
XNSE,CAIRN,Cairn India Ltd. (CAIRN)
XNSE,BSL,BSL Ltd. (BSL)
XNSE,BLUEBLENDS,Blue Blends (India) Ltd. (BLUEBLENDS)
XNSE,BHAGERIA_UADJ,Bhageria Industries Ltd. (BHAGERIA) Unadjusted Stock Prices
XNSE,BBL_UADJ,Bharat Bijlee Ltd. (BBL) Unadjusted Stock Prices
XNSE,BASF_UADJ,BASF India Ltd. (BASF) Unadjusted Stock Prices
XNSE,BANKBARODA_UADJ,Bank of Baroda (BANKBARODA) Unadjusted Stock Prices
XNSE,BALMLAWRIE_UADJ,Balmer Lawrie & Co. Ltd. (BALMLAWRIE) Unadjusted Stock Prices
XNSE,BAJAJ_AUTO,Bajaj Auto Ltd (BAJAJ_AUTO)
XNSE,AXISBANK,Axis Bank Ltd (AXISBANK)
XNSE,ASTEC_UADJ,Astec Lifesciences Limited (ASTEC) Unadjusted Stock Prices
XNSE,APLAPOLLO,APL Apollo Tubes Ltd. (APLAPOLLO)
XNSE,AMTEKAUTO,Amtek Auto Ltd. (AMTEKAUTO)
XNSE,AMARAJABAT_UADJ,Amara Raja Batteries Ltd. (AMARAJABAT) Unadjusted Stock Prices
XNSE,ALPA_UADJ,Alpa Laboratories Ltd. (ALPA) Unadjusted Stock Prices
XNSE,ALLSEC_UADJ,Allsec Technologies Ltd. (ALLSEC) Unadjusted Stock Prices
XNSE,ALBERTDAVD,Albert David Ltd. (ALBERTDAVD)
XNSE,AGCNET,AGC Networks Ltd. (AGCNET)
XNSE,ABBOTINDIA_UADJ,Abbott India Ltd. (ABBOTINDIA) Unadjusted Stock Prices
XNSE,GBSGBSEP24_UADJ,India (GBSGBSEP24) Unadjusted Stock Prices
XNSE,SMFOURTHDIM,Fourth Dimension Solutions Ltd. (SMFOURTHDIM)
XNSE,MFSMCSRVRD_UADJ,Sundaram Asset Management Company Limited (MFSMCSRVRD) Unadjusted Stock Prices
XNSE,ADLABS_UADJ,Adlabs Entertainment Limited (ADLABS) Unadjusted Stock Prices
XNSE,SMSIIL,Supreme (India) Impex Ltd. (SMSIIL)
XNSE,SMSHAIVAL,Shaival Reality Ltd. (SMSHAIVAL)
XNSE,SMMITCON,MITCON Consultancy & Engineering Services Ltd (SMMITCON)
XNSE,ZYLOG,Zylog Systems Ltd. (ZYLOG)
XNSE,WILLAMAGOR,Williamson Magor & Co. Ltd. (WILLAMAGOR)
XNSE,MFBSLCAP21RG_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLCAP21RG) Unadjusted Stock Prices
XNSE,ZENITHEXPO,Zenith Exports Ltd. (ZENITHEXPO)
XNSE,ZUARI,Zuari Agro Chemicals Ltd (ZUARI)
XNSE,VADILALIND_UADJ,Vadilal Industries Ltd. (VADILALIND) Unadjusted Stock Prices
XNSE,TTML_UADJ,Tata Teleservices (Maharashtra) Ltd. (TTML) Unadjusted Stock Prices
XNSE,SMBOHRA,Bohra Industries Ltd (SMBOHRA)
XNSE,ZUARI_UADJ,Zuari Agro Chemicals Ltd (ZUARI) Unadjusted Stock Prices
XNSE,TATAELXSI_UADJ,Tata Elxsi Ltd. (TATAELXSI) Unadjusted Stock Prices
XNSE,VISASTEEL_UADJ,Visa Steel Ltd. (VISASTEEL) Unadjusted Stock Prices
XNSE,UTINIFTETF_UADJ,UTI Asset Management Company Ltd (UTINIFTETF) Unadjusted Stock Prices
XNSE,USHERAGRO,Usher Agro Ltd. (USHERAGRO)
XNSE,UNITEDBNK,United Bank of India (UNITEDBNK)
XNSE,UNIONBANK,Union Bank of India (UNIONBANK)
XNSE,TANTIACONS,Tantia Constructions Ltd. (TANTIACONS)
XNSE,UJJIVAN_UADJ,Ujjivan Financial Services Ltd (UJJIVAN) Unadjusted Stock Prices
XNSE,UFO,UFO Moviez India Ltd. (UFO)
XNSE,UCOBANK_UADJ,UCO Bank (UCOBANK) Unadjusted Stock Prices
XNSE,TVSELECT_UADJ,TVS Electronics Ltd.. (TVSELECT) Unadjusted Stock Prices
XNSE,TREEHOUSE,Tree House Education & Accessories Ltd (TREEHOUSE)
XNSE,THIRUSUGAR,Thiru Arooran Sugars Ltd. (THIRUSUGAR)
XNSE,THIRUSUGAR_UADJ,Thiru Arooran Sugars Ltd. (THIRUSUGAR) Unadjusted Stock Prices
XNSE,TCIEXP_UADJ,TCI Express Ltd (TCIEXP) Unadjusted Stock Prices
XNSE,TATACHEM_UADJ,Tata Chemicals Ltd. (TATACHEM) Unadjusted Stock Prices
XNSE,TANLA_UADJ,Tanla Solutions Ltd. (TANLA) Unadjusted Stock Prices
XNSE,TAKE_UADJ,Take Solutions Ltd. (TAKE) Unadjusted Stock Prices
XNSE,TALBROAUTO,Talbros Automotive Components Ltd. (TALBROAUTO)
XNSE,SIEMENS,Siemens Ltd. (SIEMENS)
XNSE,SUZLON_UADJ,Suzlon Energy Ltd. (SUZLON) Unadjusted Stock Prices
XNSE,SUBEX,Subex Ltd. (SUBEX)
XNSE,STINDIA,STI India Ltd. (STINDIA)
XNSE,SPHEREGSL_UADJ,Sphere Global Services Ltd (SPHEREGSL) Unadjusted Stock Prices
XNSE,STERLINBIO,Sterling Biotech Ltd. (STERLINBIO)
XNSE,SHARDAMOTR_UADJ,Sharda Motor Industries Ltd (SHARDAMOTR) Unadjusted Stock Prices
XNSE,PENINLAND_UADJ,Peninsula Land Ltd. (PENINLAND) Unadjusted Stock Prices
XNSE,SRSLTD_UADJ,SRS Ltd (SRSLTD) Unadjusted Stock Prices
XNSE,SOTL_UADJ,Savita Oil Technologies Ltd (SOTL) Unadjusted Stock Prices
XNSE,SOMICONVEY_UADJ,Somi Conveyor Beltings Ltd (SOMICONVEY) Unadjusted Stock Prices
XNSE,RPPINFRA,R.P.P. Infra Projects Limited (RPPINFRA)
XNSE,SKIL_UADJ,SKIL Infrastructure Ltd. (SKIL) Unadjusted Stock Prices
XNSE,SHILPAMED,Shilpa Medicare Ltd. (SHILPAMED)
XNSE,SASKEN,Sasken Technologies Ltd. (SASKEN)
XNSE,SHILPI,Shilpi Cable Technologies Ltd (SHILPI)
XNSE,SHANKARA_UADJ,Shankara Building Products Ltd (SHANKARA) Unadjusted Stock Prices
XNSE,SETFNIFBK,SBI Funds Management Private Limited (SETFNIFBK)
XNSE,SELMCL,SEL Manufacturing Co. Ltd. (SELMCL)
XNSE,SENSEXIWIN_UADJ,ICICI Prudential Asset Management Company Ltd. (SENSEXIWIN) Unadjusted Stock Prices
XNSE,SANWARIA,Sanwaria Agro Oils Ltd. (SANWARIA)
XNSE,SALSTEEL_UADJ,SAL Steel Ltd (SALSTEEL) Unadjusted Stock Prices
XNSE,SALONA_UADJ,Salona Cotspin Ltd. (SALONA) Unadjusted Stock Prices
XNSE,SADBHIN_UADJ,Sadbhav Infrastructure Project Limited (SADBHIN) Unadjusted Stock Prices
XNSE,RUCHINFRA_UADJ,Ruchi Infrastructure Ltd. (RUCHINFRA) Unadjusted Stock Prices
XNSE,RSYSTEMS,R Systems International Ltd. (RSYSTEMS)
XNSE,RTNINFRA_UADJ,RattanIndia Infrastructure Ltd. (RTNINFRA) Unadjusted Stock Prices
XNSE,ROHITFERRO,Rohit Ferro-Tech Ltd. (ROHITFERRO)
XNSE,RESPONIND_UADJ,Responsive Industries Ltd (RESPONIND) Unadjusted Stock Prices
XNSE,RANEHOLDIN_UADJ,Rane Holdings Ltd. (RANEHOLDIN) Unadjusted Stock Prices
XNSE,REMSONSIND_UADJ,Remsons Industries Ltd. (REMSONSIND) Unadjusted Stock Prices
XNSE,RELIANCE_UADJ,Reliance Industries Ltd. (RELIANCE) Unadjusted Stock Prices
XNSE,RELAXO_UADJ,Relaxo Footwears Ltd. (RELAXO) Unadjusted Stock Prices
XNSE,REFEX_UADJ,Refex Industries Ltd. (REFEX) Unadjusted Stock Prices
XNSE,RBLBANK_UADJ,RBL Bank Ltd (RBLBANK) Unadjusted Stock Prices
XNSE,RASOYPR,Rasoya Proteins Ltd. (RASOYPR)
XNSE,RATNAMANI_UADJ,Ratnamani Metals & Tubes Ltd. (RATNAMANI) Unadjusted Stock Prices
XNSE,RANEENGINE,Rane Engine Valve Ltd (RANEENGINE)
XNSE,RAMCOIND_UADJ,Ramco Industries Ltd. (RAMCOIND) Unadjusted Stock Prices
XNSE,RAIN_UADJ,Rain Industries Ltd (RAIN) Unadjusted Stock Prices
XNSE,QUESS,Quess Corp Ltd (QUESS)
XNSE,PTC,PTC India Ltd. (PTC)
XNSE,PGEL_UADJ,PG Electroplast Ltd (PGEL) Unadjusted Stock Prices
XNSE,PRECOT,Precot Meridian Ltd. (PRECOT)
XNSE,PRAENG,Prajay Engineers Syndicate Ltd. (PRAENG)
XNSE,PNBHOUSING_UADJ,PNB Housing Finance Ltd. (PNBHOUSING) Unadjusted Stock Prices
XNSE,PNBGILTS,PNB Gilts Ltd. (PNBGILTS)
XNSE,PILANIINVS,Pilani Investment & Industries Corporation Ltd (PILANIINVS)
XNSE,PHOENIXLTD,Phoenix Mills Ltd. (PHOENIXLTD)
XNSE,PEL_UADJ,Piramal Enterprises Ltd (PEL) Unadjusted Stock Prices
XNSE,PDSMFL,PDS Multinational Fashions Ltd (PDSMFL)
XNSE,PARSVNATH,Parsvnath Developers Ltd. (PARSVNATH)
XNSE,PARACABLES,Paramount Communications Ltd (PARACABLES)
XNSE,PALREDTEC,Palred Technologies Ltd. (PALREDTEC)
XNSE,ORTEL_UADJ,Ortel Communications Ltd. (ORTEL) Unadjusted Stock Prices
XNSE,ORIENTPPR,Orient Paper & Industries Ltd. (ORIENTPPR)
XNSE,ORCHIDPHAR_UADJ,Orchid Pharma Ltd (ORCHIDPHAR) Unadjusted Stock Prices
XNSE,ONMOBILE_UADJ,OnMobile Global Ltd (ONMOBILE) Unadjusted Stock Prices
XNSE,MEGH_UADJ,Meghmani Organics Limited (MEGH) Unadjusted Stock Prices
XNSE,ONMOBILE,OnMobile Global Ltd (ONMOBILE)
XNSE,OPTOCIRCUI,Opto Circuits (India) Ltd. (OPTOCIRCUI)
XNSE,OMMETALS,OM Metals Infraprojects Ltd. (OMMETALS)
XNSE,OILCOUNTUB,Oil Country Tubular Ltd. (OILCOUNTUB)
XNSE,OCCL,Oriental Carbon & Chemicals Ltd. (OCCL)
XNSE,NOESISIND_UADJ,Noesis Industries Ltd. (NOESISIND) Unadjusted Stock Prices
XNSE,NOIDATOLL,Noida Toll Bridge Co. Ltd. (NOIDATOLL)
XNSE,NLCINDIA,NLC India Ltd (NLCINDIA)
XNSE,NORBTEAEXP,Norben Tea & Exports Ltd. (NORBTEAEXP)
XNSE,NKIND_UADJ,N.K. Industries Ltd. (NKIND) Unadjusted Stock Prices
XNSE,NITESHEST_UADJ,Nitesh Estates Ltd. (NITESHEST) Unadjusted Stock Prices
XNSE,NIF100IWIN_UADJ,ICICI Prudential Asset Management Company Ltd. (NIF100IWIN) Unadjusted Stock Prices
XNSE,NIFTYBEES,Goldman Sachs Asset Management (India) Pvt. Ltd. (NIFTYBEES)
XNSE,NEXTMEDIA_UADJ,Next Mediaworks Ltd (NEXTMEDIA) Unadjusted Stock Prices
XNSE,LAURUSLABS_UADJ,Laurus Labs Ltd. (LAURUSLABS) Unadjusted Stock Prices
XNSE,NH,Narayana Hrudayalaya Ltd (NH)
XNSE,NELCAST,Nelcast Ltd. (NELCAST)
XNSE,NDTV_UADJ,New Delhi Television Ltd. (NDTV) Unadjusted Stock Prices
XNSE,NDGL,Naga Dhunseri Group Ltd. (NDGL)
XNSE,NAVNETEDUL_UADJ,Navneet Education Ltd (NAVNETEDUL) Unadjusted Stock Prices
XNSE,MPHASIS,Mphasis Ltd (MPHASIS)
XNSE,NAVKARCORP,Navkar Corporation Ltd. (NAVKARCORP)
XNSE,NATIONALUM_UADJ,National Aluminium Co. Ltd. (NATIONALUM) Unadjusted Stock Prices
XNSE,NAGREEKEXP_UADJ,Nagreeka Exports Ltd. (NAGREEKEXP) Unadjusted Stock Prices
XNSE,LLOYDELENG_UADJ,LEEL Electricals Ltd (LLOYDELENG) Unadjusted Stock Prices
XNSE,MONTECARLO,Monte Carlo Fashions Ltd. (MONTECARLO)
XNSE,MMFL_UADJ,M M Forgings Ltd. (MMFL) Unadjusted Stock Prices
XNSE,MOREPENLAB_UADJ,Morepen Laboratories Ltd. (MOREPENLAB) Unadjusted Stock Prices
XNSE,MOIL,MOIL Ltd (MOIL)
XNSE,MOLDTECH_UADJ,Mold-Tek Technologies Ltd. (MOLDTECH) Unadjusted Stock Prices
XNSE,KOTARISUG_UADJ,Kothari Sugars & Chemicals Ltd. (KOTARISUG) Unadjusted Stock Prices
XNSE,MIRZAINT_UADJ,Mirza International Ltd. (MIRZAINT) Unadjusted Stock Prices
XNSE,MGL_UADJ,Mahanagar Gas Ltd. (MGL) Unadjusted Stock Prices
XNSE,MANAKCOAT,Manaksia Coated Metals & Industries Ltd. (MANAKCOAT)
XNSE,METALFORGE,Metalyst Forgings Ltd. (METALFORGE)
XNSE,MERCK,Merck Ltd. (MERCK)
XNSE,MARALOVER,Maral Overseas Ltd. (MARALOVER)
XNSE,MANGTIMBER,Mangalam Timber Products Ltd. (MANGTIMBER)
XNSE,MANGLMCEM,Mangalam Cement Ltd. (MANGLMCEM)
XNSE,LAMBODHARA,Lambodhara Textile Ltd. (LAMBODHARA)
XNSE,MANAKSIA,Manaksia Ltd. (MANAKSIA)
XNSE,MANAKALUCO,Manaksia Aluminium Co. Ltd. (MANAKALUCO)
XNSE,KICL_UADJ,Kalyani Investment Co Ltd (KICL) Unadjusted Stock Prices
XNSE,MANAKCOAT_UADJ,Manaksia Coated Metals & Industries Ltd. (MANAKCOAT) Unadjusted Stock Prices
XNSE,MAHLIFE_UADJ,Mahindra Lifespace Developers Ltd. (MAHLIFE) Unadjusted Stock Prices
XNSE,MADHAV_UADJ,Madhav Marbles & Granites Ltd. (MADHAV) Unadjusted Stock Prices
XNSE,INEOSSTYRO,INEOS Styrolution India Ltd. (INEOSSTYRO)
XNSE,MADRASFERT_UADJ,Madras Fertilizers Ltd. (MADRASFERT) Unadjusted Stock Prices
XNSE,KAMATHOTEL_UADJ,Kamat Hotels (India) Ltd (KAMATHOTEL) Unadjusted Stock Prices
XNSE,LYKALABS_UADJ,Lyka Labs Ltd. (LYKALABS) Unadjusted Stock Prices
XNSE,HINDSYNTEX,Hind Syntex Ltd. (HINDSYNTEX)
XNSE,LUMAXTECH_UADJ,Lumax Auto Technologies Ltd. (LUMAXTECH) Unadjusted Stock Prices
XNSE,IDBI_UADJ,IDBI Bank Ltd (IDBI) Unadjusted Stock Prices
XNSE,LINCOLN,Lincoln Pharmaceuticals Ltd. (LINCOLN)
XNSE,JINDWORLD,Jindal Worldwide Ltd. (JINDWORLD)
XNSE,LITL,Lanco Infratech Ltd. (LITL)
XNSE,LAMBODHARA_UADJ,Lambodhara Textile Ltd. (LAMBODHARA) Unadjusted Stock Prices
XNSE,NAGAAGRI_UADJ,Nagarjuna Agrichem Ltd. (NAGAAGRI) Unadjusted Stock Prices
XNSE,PODDARHOUS_UADJ,Poddar Housing & Development Ltd. (PODDARHOUS) Unadjusted Stock Prices
XNSE,THYROCARE,Thyrocare Technologies Limited (THYROCARE)
XNSE,SMNANDANI,Nandani Creation Ltd (SMNANDANI)
XNSE,DHFL_UADJ,Dewan Housing Finance Corporation Ltd. (DHFL) Unadjusted Stock Prices
XNSE,SDBL,Som Distilleries & Breweries Ltd. (SDBL)
XNSE,TNPETRO_UADJ,Tamilnadu Petroproducts Ltd. (TNPETRO) Unadjusted Stock Prices
XNSE,TEXRAIL,Texmaco Rail & Engineering Ltd (TEXRAIL)
XNSE,AROGRANITE_UADJ,Aro Granite Industries Ltd. (AROGRANITE) Unadjusted Stock Prices
XNSE,Q1UPL_UADJ,UPL Ltd (Q1UPL) Unadjusted Stock Prices
XNSE,SATHAISPAT,Sathavahana Ispat Ltd. (SATHAISPAT)
XNSE,RKFORGE_UADJ,Ramkrishna Forgings Ltd. (RKFORGE) Unadjusted Stock Prices
XNSE,TERASOFT_UADJ,Tera Software Ltd. (TERASOFT) Unadjusted Stock Prices
XNSE,KHAITANLTD,Khaitan (India) Ltd. (KHAITANLTD)
XNSE,HBSTOCK,HB Stockholdings Ltd. (HBSTOCK)
XNSE,MFH1190M36RG,HDFC Asset Management Company Ltd. (MFH1190M36RG)
XNSE,SMMBAPL,Madhya Bharat Agro Products Ltd. (SMMBAPL)
XNSE,APTECHT_UADJ,Aptech Ltd. (APTECHT) Unadjusted Stock Prices
XNSE,ALEMBICLTD_UADJ,Alembic Ltd. (ALEMBICLTD) Unadjusted Stock Prices
XNSE,SMPERFECT,Perfect Infraengineers Ltd. (SMPERFECT)
XNSE,MFMC6RD_UADJ,Sundaram Asset Management Company Limited (MFMC6RD) Unadjusted Stock Prices
XNSE,ALCHEM,Alchemist Ltd. (ALCHEM)
XNSE,REGENCERAM,Regency Ceramics Ltd. (REGENCERAM)
XNSE,KIOCL,KIOCL Ltd. (KIOCL)
XNSE,SURANAT_P,Surana Telecom and Power Ltd. (SURANAT_P)
XNSE,MFH1190M36RQ,HDFC Asset Management Company Ltd. (MFH1190M36RQ)
XNSE,TIMESGTY_UADJ,Times Guaranty Ltd. (TIMESGTY) Unadjusted Stock Prices
XNSE,APCL,Anjani Portland Cement Ltd. (APCL)
