exchange,symbol,company
XNSE,SONASTEER_UADJ,Sona Koyo Steering Systems Ltd. (SONASTEER) Unadjusted Stock Prices
XNSE,SICAL_UADJ,Sical Logistics Ltd (SICAL) Unadjusted Stock Prices
XNSE,SOMATEX,Soma Textiles & Industries Ltd. (SOMATEX)
XNSE,SKIL,SKIL Infrastructure Ltd. (SKIL)
XNSE,SEZAL_UADJ,Sejal Glass Ltd (SEZAL) Unadjusted Stock Prices
XNSE,SOMANYCERA_UADJ,Somany Ceramics Ltd. (SOMANYCERA) Unadjusted Stock Prices
XNSE,SIGNET,Signet Industries Ltd. (SIGNET)
XNSE,SHK_UADJ,S H Kelkar & Co. Ltd. (SHK) Unadjusted Stock Prices
XNSE,SHANKARA,Shankara Building Products Ltd (SHANKARA)
XNSE,SESHAPAPER,Seshasayee Paper & Boards Ltd. (SESHAPAPER)
XNSE,PPAP_UADJ,PPAP Automotive Ltd. (PPAP) Unadjusted Stock Prices
XNSE,SETFNIFBK_UADJ,SBI Funds Management Private Limited (SETFNIFBK) Unadjusted Stock Prices
XNSE,SANGHVIMOV_UADJ,Sanghvi Movers Ltd. (SANGHVIMOV) Unadjusted Stock Prices
XNSE,SEAMECLTD,Seamec Ltd. (SEAMECLTD)
XNSE,SEINV_UADJ,S.E. Investments Ltd (SEINV) Unadjusted Stock Prices
XNSE,SANGHVIFOR,Sanghvi Forging and Engineering Ltd (SANGHVIFOR)
XNSE,REMSONSIND,Remsons Industries Ltd. (REMSONSIND)
XNSE,SANGAMIND_UADJ,Sangam (India) Ltd. (SANGAMIND) Unadjusted Stock Prices
XNSE,SANDESH_UADJ,Sandesh Ltd. (SANDESH) Unadjusted Stock Prices
XNSE,RSWM_UADJ,RSWM Ltd. (RSWM) Unadjusted Stock Prices
XNSE,RELDIVOPP,Reliance Nippon Life Asset Management Ltd. (RELDIVOPP)
XNSE,RTNPOWER,RattanIndia Power Ltd. (RTNPOWER)
XNSE,RKDL_UADJ,Ravi Kumar Distilleries Limited (RKDL) Unadjusted Stock Prices
XNSE,REVATHI,Revathi Equipment Ltd. (REVATHI)
XNSE,RAJOIL_UADJ,Raj Oil Mills Ltd (RAJOIL) Unadjusted Stock Prices
XNSE,RELCONS,Reliance Nippon Life Asset Management Ltd. (RELCONS)
XNSE,RAJESHEXPO,Rajesh Exports Ltd. (RAJESHEXPO)
XNSE,PIONDIST_UADJ,Pioneer Distilleries Ltd. (PIONDIST) Unadjusted Stock Prices
XNSE,RELCNX100,Reliance Nippon Life Asset Management Ltd. (RELCNX100)
XNSE,RAMASTEEL,Rama Steel Tubes Ltd (RAMASTEEL)
XNSE,QUINTEGRA,Quintegra Solutions Ltd. (QUINTEGRA)
XNSE,RAJSREESUG,Rajshree Sugars & Chemicals Ltd. (RAJSREESUG)
XNSE,PRAKASHCON,Prakash Constrowell Ltd (PRAKASHCON)
XNSE,POKARNA_UADJ,Pokarna Ltd. (POKARNA) Unadjusted Stock Prices
XNSE,QUICKHEAL_UADJ,Quick Heal Technologies Ltd (QUICKHEAL) Unadjusted Stock Prices
XNSE,PTL,PTL Enterprises Ltd. (PTL)
XNSE,PRECWIRE,Precision Wires India Ltd. (PRECWIRE)
XNSE,PONNIERODE,Ponni Sugars (Erode) Ltd. (PONNIERODE)
XNSE,PKTEA_UADJ,Peria Karamalai Tea & Produce Co Ltd (PKTEA) Unadjusted Stock Prices
XNSE,PPAP,PPAP Automotive Ltd. (PPAP)
XNSE,PATSPINLTD_UADJ,Patspin India Ltd. (PATSPINLTD) Unadjusted Stock Prices
XNSE,PITTILAM,Pitti Laminations Ltd. (PITTILAM)
XNSE,PATINTLOG_UADJ,Patel Integrated Logistics Ltd. (PATINTLOG) Unadjusted Stock Prices
XNSE,NAVKARCORP_UADJ,Navkar Corporation Ltd. (NAVKARCORP) Unadjusted Stock Prices
XNSE,PILITA_UADJ,PIL Italica Lifestyle Ltd. (PILITA) Unadjusted Stock Prices
XNSE,PANACEABIO,Panacea Biotec Ltd. (PANACEABIO)
XNSE,ORIENTHOT_UADJ,Oriental Hotels Ltd. (ORIENTHOT) Unadjusted Stock Prices
XNSE,NIITLTD,NIIT Ltd. (NIITLTD)
XNSE,NBCC,NBCC (India) Ltd. (NBCC)
XNSE,ORIENTCEM_UADJ,Orient Cement Ltd (ORIENTCEM) Unadjusted Stock Prices
XNSE,ORIENTCEM,Orient Cement Ltd (ORIENTCEM)
XNSE,OMAXE_UADJ,Omaxe Ltd. (OMAXE) Unadjusted Stock Prices
XNSE,ORIENTABRA_UADJ,Orient Abrasives Ltd. (ORIENTABRA) Unadjusted Stock Prices
XNSE,ORIENTALTL,Oriental Trimex Ltd. (ORIENTALTL)
XNSE,ORBTEXP_UADJ,Orbit Exports Ltd. (ORBTEXP) Unadjusted Stock Prices
XNSE,NITINSPIN_UADJ,Nitin Spinners Ltd. (NITINSPIN) Unadjusted Stock Prices
XNSE,NIBL_UADJ,NRB Industrial Bearings Ltd (NIBL) Unadjusted Stock Prices
XNSE,NFL,National Fertilizers Ltd. (NFL)
XNSE,NDL_UADJ,Nandan Denim Ltd (NDL) Unadjusted Stock Prices
XNSE,NECCLTD,North Eastern Carrying Corporation Ltd (NECCLTD)
XNSE,MBECL,McNally Bharat Engineering Co. Ltd. (MBECL)
XNSE,NBIFIN_UADJ,N.B.I. Industrial Finance Co. Ltd (NBIFIN) Unadjusted Stock Prices
XNSE,MUNJALAU_UADJ,Munjal Auto Industries Ltd. (MUNJALAU) Unadjusted Stock Prices
XNSE,NDL,Nandan Denim Ltd (NDL)
XNSE,NAUKRI,Info Edge (India) Ltd. (NAUKRI)
XNSE,IVRCLINFRA_UADJ,IVRCL Ltd (IVRCLINFRA) Unadjusted Stock Prices
XNSE,INDSWFTLAB,Ind-Swift Laboratories Ltd. (INDSWFTLAB)
XNSE,NATHBIOGEN,Nath Bio-Gens (India) Ltd. (NATHBIOGEN)
XNSE,MUTHOOTFIN_UADJ,Muthoot Finance Ltd. (MUTHOOTFIN) Unadjusted Stock Prices
XNSE,MUTHOOTFIN,Muthoot Finance Ltd. (MUTHOOTFIN)
XNSE,MRF,MRF Ltd. (MRF)
XNSE,MBLINFRA,MBL Infrastructures Limited (MBLINFRA)
XNSE,MTEDUCARE_UADJ,MT Educare Ltd (MTEDUCARE) Unadjusted Stock Prices
XNSE,MSPL_UADJ,MSP Steel & Power Ltd. (MSPL) Unadjusted Stock Prices
XNSE,MRO_TEK_UADJ,MRO-TEK Realty Ltd. (MRO-TEK) Unadjusted Stock Prices
XNSE,MAITHANALL,Maithan Alloys Ltd (MAITHANALL)
XNSE,MOTILALOFS_UADJ,Motilal Oswal Financial Services Ltd. (MOTILALOFS) Unadjusted Stock Prices
XNSE,MAWANASUG,Mawana Sugars Ltd (MAWANASUG)
XNSE,GOLDIAM_UADJ,Goldiam International Ltd. (GOLDIAM) Unadjusted Stock Prices
XNSE,MASTEK_UADJ,Mastek Ltd. (MASTEK) Unadjusted Stock Prices
XNSE,MANDHANA,Mandhana Industries Ltd. (MANDHANA)
XNSE,KOTAKBANK_UADJ,Kotak Mahindra Bank Ltd. (KOTAKBANK) Unadjusted Stock Prices
XNSE,HEROMOTOCO,Hero MotoCorp Ltd (HEROMOTOCO)
XNSE,MANDHANA_UADJ,Mandhana Industries Ltd. (MANDHANA) Unadjusted Stock Prices
XNSE,KPRMILL,K.P.R. Mill Ltd. (KPRMILL)
XNSE,MADHUCON_UADJ,Madhucon Projects Ltd. (MADHUCON) Unadjusted Stock Prices
XNSE,M_M,Mahindra & Mahindra Ltd. (M_M)
XNSE,LINCOLN_UADJ,Lincoln Pharmaceuticals Ltd. (LINCOLN) Unadjusted Stock Prices
XNSE,M100,Motilal Oswal Asset Management Company Limited (M100)
XNSE,LUMAXIND_UADJ,Lumax Industries Ltd. (LUMAXIND) Unadjusted Stock Prices
XNSE,LITL_UADJ,Lanco Infratech Ltd. (LITL) Unadjusted Stock Prices
XNSE,LUPIN,Lupin Ltd (LUPIN)
XNSE,LINDEINDIA,Linde India Ltd (LINDEINDIA)
XNSE,LTTS,L&T Technology Services Ltd (LTTS)
XNSE,LGBFORGE_UADJ,LGB Forge Ltd. (LGBFORGE) Unadjusted Stock Prices
XNSE,LAKSHMIEFL_UADJ,Lakshmi Energy and Foods Ltd (LAKSHMIEFL) Unadjusted Stock Prices
XNSE,KSL_UADJ,Kalyani Steels Ltd. (KSL) Unadjusted Stock Prices
XNSE,KSERASERA,KSS Ltd (KSERASERA)
XNSE,KSCL,Kaveri Seed Co. Ltd. (KSCL)
XNSE,KPIT_UADJ,KPIT Technologies Ltd (KPIT) Unadjusted Stock Prices
XNSE,KOTAKNV20_UADJ,Kotak Mahindra Asset Management Company Ltd (KOTAKNV20) Unadjusted Stock Prices
XNSE,KOTAKBKETF,Kotak Mahindra Asset Management Company Ltd (KOTAKBKETF)
XNSE,KOLTEPATIL_UADJ,Kolte-Patil Developers Ltd. (KOLTEPATIL) Unadjusted Stock Prices
XNSE,KNRCON_UADJ,KNR Constructions Ltd (KNRCON) Unadjusted Stock Prices
XNSE,KIRLOSBROS_UADJ,Kirloskar Brothers Ltd. (KIRLOSBROS) Unadjusted Stock Prices
XNSE,JUBLINDS_UADJ,Jubilant Industries Ltd (JUBLINDS) Unadjusted Stock Prices
XNSE,JUBILANT_UADJ,Jubilant Life Sciences Ltd (JUBILANT) Unadjusted Stock Prices
XNSE,JSWHL_UADJ,JSW Holdings Ltd (JSWHL) Unadjusted Stock Prices
XNSE,JSWHL,JSW Holdings Ltd (JSWHL)
XNSE,JPOLYINVST_UADJ,Jindal Poly Investment & Finance Co. Ltd. (JPOLYINVST) Unadjusted Stock Prices
XNSE,JINDALPOLY,Jindal Poly Films Ltd. (JINDALPOLY)
XNSE,JENSONICOL_UADJ,Jenson & Nicholson (India) Ltd. (JENSONICOL) Unadjusted Stock Prices
XNSE,JAIBALAJI,Jai Balaji Industries Ltd. (JAIBALAJI)
XNSE,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd. (JCHAC)
XNSE,IL_FSENGG,IL&FS Engineering and Construction Co Ltd (IL_FSENGG)
XNSE,HOVS_UADJ,HOV Services Ltd. (HOVS) Unadjusted Stock Prices
XNSE,IZMO_UADJ,izmo Ltd. (IZMO) Unadjusted Stock Prices
XNSE,ITDCEM_UADJ,ITD Cementation India Ltd. (ITDCEM) Unadjusted Stock Prices
XNSE,ISMTLTD,ISMT Ltd. (ISMTLTD)
XNSE,INOXWIND,Inox Wind Ltd (INOXWIND)
XNSE,INFRATEL_UADJ,Bharti Infratel Ltd (INFRATEL) Unadjusted Stock Prices
XNSE,INDORAMA,Indo Rama Synthetics Ltd. (INDORAMA)
XNSE,IFCI,IFCI Ltd. (IFCI)
XNSE,IGARASHI_UADJ,Igarashi Motors India Ltd. (IGARASHI) Unadjusted Stock Prices
XNSE,IDEA_UADJ,Idea Cellular Ltd. (IDEA) Unadjusted Stock Prices
XNSE,IBULHSGFIN_UADJ,Indiabulls Housing Finance Limited (IBULHSGFIN) Unadjusted Stock Prices
XNSE,HINDZINC,Hindustan Zinc Ltd. (HINDZINC)
XNSE,IBULHSGFIN,Indiabulls Housing Finance Limited (IBULHSGFIN)
XNSE,HUDCO_UADJ,Housing & Urban Development Corporation Ltd (HUDCO) Unadjusted Stock Prices
XNSE,IDFC,IDFC Ltd (IDFC)
XNSE,HOCL,Hindustan Organic Chemicals Ltd. (HOCL)
XNSE,HCG_UADJ,HealthCare Global Enterprises Ltd (HCG) Unadjusted Stock Prices
XNSE,HMT,HMT Ltd. (HMT)
XNSE,HITECHCORP_UADJ,Hitech Corporation Ltd. (HITECHCORP) Unadjusted Stock Prices
XNSE,HISARMETAL,Hisar Metal Industries Ltd. (HISARMETAL)
XNSE,HINDUJAVEN,Hinduja Ventures Ltd. (HINDUJAVEN)
XNSE,HATHWAY_UADJ,Hathway Cable & Datacom Limited (HATHWAY) Unadjusted Stock Prices
XNSE,HIGHGROUND_UADJ,High Ground Enterprise Ltd (HIGHGROUND) Unadjusted Stock Prices
XNSE,GANESHHOUC,Ganesh Housing Corporation Ltd. (GANESHHOUC)
XNSE,HIL,HIL Ltd (HIL)
XNSE,HEG_UADJ,H.E.G. Ltd. (HEG) Unadjusted Stock Prices
XNSE,HCG,HealthCare Global Enterprises Ltd (HCG)
XNSE,GREENLAM_UADJ,Greenlam Industries Ltd. (GREENLAM) Unadjusted Stock Prices
XNSE,HCL_INSYS_UADJ,HCL Infosystems Ltd. (HCL-INSYS) Unadjusted Stock Prices
XNSE,GTNIND_UADJ,GTN Industries Ltd. (GTNIND) Unadjusted Stock Prices
XNSE,GET_D,GE T&D India Ltd. (GET_D)
XNSE,GSS,GSS Infotech Ltd. (GSS)
XNSE,GSFC,Gujarat State Fertilizers & Chemicals Ltd. (GSFC)
XNSE,GSCLCEMENT_UADJ,Gujarat Sidhee Cement Ltd. (GSCLCEMENT) Unadjusted Stock Prices
XNSE,GREAVESCOT,Greaves Cotton Ltd. (GREAVESCOT)
XNSE,GRAPHITE,Graphite India Ltd (GRAPHITE)
XNSE,GPPL_UADJ,Gujarat Pipavav Port Ltd (GPPL) Unadjusted Stock Prices
XNSE,GOLDENTOBC_UADJ,Golden Tobacco Ltd (GOLDENTOBC) Unadjusted Stock Prices
XNSE,GIPCL,Gujarat Industries Power Co. Ltd. (GIPCL)
XNSE,GOLDBEES,Goldman Sachs Asset Management (India) Pvt. Ltd. (GOLDBEES)
XNSE,GOENKA,Goenka Diamond & Jewels Limited (GOENKA)
XNSE,FIEMIND,Fiem Industries Ltd. (FIEMIND)
XNSE,GKWLIMITED,GKW Ltd. (GKWLIMITED)
XNSE,GMBREW,G.M. Breweries Ltd. (GMBREW)
XNSE,GLOBALVECT_UADJ,Global Vectra Helicorp Ltd. (GLOBALVECT) Unadjusted Stock Prices
XNSE,GALLANTT,Gallantt Metal Ltd. (GALLANTT)
XNSE,FLFL_UADJ,Future Lifestyle Fashions Ltd (FLFL) Unadjusted Stock Prices
XNSE,GALLANTT_UADJ,Gallantt Metal Ltd. (GALLANTT) Unadjusted Stock Prices
XNSE,FOSECOIND,Foseco India Ltd. (FOSECOIND)
XNSE,GAL,Gyscoal Alloys Ltd (GAL)
XNSE,FOSECOIND_UADJ,Foseco India Ltd. (FOSECOIND) Unadjusted Stock Prices
XNSE,FINPIPE,Finolex Industries Ltd. (FINPIPE)
XNSE,EXCELINDUS,Excel Industries Ltd. (EXCELINDUS)
XNSE,EVERESTIND,Everest Industries Ltd. (EVERESTIND)
XNSE,EVEREADY,Eveready Industries India Ltd. (EVEREADY)
XNSE,ESL,Electrosteel Steels Ltd (ESL)
XNSE,EON_UADJ,Eon Electric Ltd (EON) Unadjusted Stock Prices
XNSE,DMART,Avenue Supermarts Ltd (DMART)
XNSE,CUPID_UADJ,Cupid Ltd. (CUPID) Unadjusted Stock Prices
XNSE,ENIL,Entertainment Network (India) Ltd. (ENIL)
XNSE,ELGIEQUIP,Elgi Equipments Ltd. (ELGIEQUIP)
XNSE,ENIL_UADJ,Entertainment Network (India) Ltd. (ENIL) Unadjusted Stock Prices
XNSE,EMMBI_UADJ,Emmbi Industries Ltd (EMMBI) Unadjusted Stock Prices
XNSE,EMAMILTD_UADJ,Emami Ltd. (EMAMILTD) Unadjusted Stock Prices
XNSE,ECLERX,eClerx Services Ltd. (ECLERX)
XNSE,CYBERTECH_UADJ,Cybertech Systems & Software Ltd. (CYBERTECH) Unadjusted Stock Prices
XNSE,ELAND_UADJ,E-Land Apparel Ltd. (ELAND) Unadjusted Stock Prices
XNSE,EICHERMOT_UADJ,Eicher Motors Ltd. (EICHERMOT) Unadjusted Stock Prices
XNSE,DWARKESH,Dwarikesh Sugar Industries Ltd. (DWARKESH)
XNSE,DCMSHRIRAM_UADJ,DCM Shriram Ltd. (DCMSHRIRAM) Unadjusted Stock Prices
XNSE,EIDPARRY_UADJ,E.I.D.-Parry (India) Ltd. (EIDPARRY) Unadjusted Stock Prices
XNSE,DREDGECORP_UADJ,Dredging Corporation of India Ltd. (DREDGECORP) Unadjusted Stock Prices
XNSE,DYNAMATECH,Dynamatic Technologies Ltd. (DYNAMATECH)
XNSE,DTIL,Dhunseri Tea & Industries Ltd (DTIL)
XNSE,DSKULKARNI,D.S. Kulkarni Developers Ltd. (DSKULKARNI)
XNSE,CONTROLPR_UADJ,Control Print Ltd (CONTROLPR) Unadjusted Stock Prices
XNSE,DLF,DLF Ltd. (DLF)
XNSE,DLF_UADJ,DLF Ltd. (DLF) Unadjusted Stock Prices
XNSE,DBL_UADJ,Dilip Buildcon Ltd (DBL) Unadjusted Stock Prices
XNSE,DALMIASUG_UADJ,Dalmia Bharat Sugar and Industries Ltd (DALMIASUG) Unadjusted Stock Prices
XNSE,CUPID,Cupid Ltd. (CUPID)
XNSE,CUBEXTUB,Cubex Tubings Ltd. (CUBEXTUB)
XNSE,CENTURYPLY_UADJ,Century Plyboards (India) Ltd. (CENTURYPLY) Unadjusted Stock Prices
XNSE,CROMPTON_UADJ,Crompton Greaves Consumer Electrical Ltd (CROMPTON) Unadjusted Stock Prices
XNSE,CREATIVEYE,Creative Eye Ltd. (CREATIVEYE)
XNSE,CONCOR,Container Corporation of India Ltd. (CONCOR)
XNSE,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd. (CHOLAFIN)
XNSE,BSELINFRA,BSEL Infrastructure Realty Ltd. (BSELINFRA)
XNSE,CASTROLIND,Castrol (India) Ltd. (CASTROLIND)
XNSE,CARBORUNIV,Carborundum Universal Ltd. (CARBORUNIV)
XNSE,CANFINHOME,Can Fin Homes Ltd. (CANFINHOME)
XNSE,BSLIMITED,BS Ltd. (BSLIMITED)
XNSE,BODALCHEM,Bodal Chemicals Ltd. (BODALCHEM)
XNSE,BIRLAMONEY,Aditya Birla Money Ltd (BIRLAMONEY)
XNSE,BLUECOAST_UADJ,Blue Coast Hotels Ltd (BLUECOAST) Unadjusted Stock Prices
XNSE,BLUECOAST,Blue Coast Hotels Ltd (BLUECOAST)
XNSE,BLUEDART,Blue Dart Express Ltd. (BLUEDART)
XNSE,BINANIIND,Binani Industries Ltd. (BINANIIND)
XNSE,BHARATWIRE_UADJ,Bharat Wire Ropes Ltd. (BHARATWIRE) Unadjusted Stock Prices
XNSE,ATUL,Atul Ltd. (ATUL)
XNSE,BHARATWIRE,Bharat Wire Ropes Ltd. (BHARATWIRE)
XNSE,BASML_UADJ,Bannari Amman Spinning Mills Ltd. (BASML) Unadjusted Stock Prices
XNSE,BHARATGEAR,Bharat Gears Ltd. (BHARATGEAR)
XNSE,BASML,Bannari Amman Spinning Mills Ltd. (BASML)
XNSE,BBTC_UADJ,Bombay Burmah Trading Corporation Ltd. (BBTC) Unadjusted Stock Prices
XNSE,BALKRISHNA_UADJ,Balkrishna Paper Mills Ltd. (BALKRISHNA) Unadjusted Stock Prices
XNSE,BAGFILMS_UADJ,B.A.G. Films & Media Ltd. (BAGFILMS) Unadjusted Stock Prices
XNSE,AYMSYNTEX_UADJ,AYM Syntex Ltd. (AYMSYNTEX) Unadjusted Stock Prices
XNSE,ATLANTA_UADJ,Atlanta Ltd. (ATLANTA) Unadjusted Stock Prices
XNSE,ATFL,Agro Tech Foods Ltd. (ATFL)
XNSE,ATULAUTO,Atul Auto Ltd. (ATULAUTO)
XNSE,ASAL_UADJ,Automotive Stampings & Assemblies Ltd. (ASAL) Unadjusted Stock Prices
XNSE,ASAHIINDIA,Asahi India Glass Ltd. (ASAHIINDIA)
XNSE,ARSHIYA_UADJ,Arshiya Ltd (ARSHIYA) Unadjusted Stock Prices
XNSE,ARIHANT,Arihant Foundations & Housing Ltd. (ARIHANT)
XNSE,ARMANFIN,Arman Financial Services Ltd (ARMANFIN)
XNSE,ALOKTEXT,Alok Industries Ltd. (ALOKTEXT)
XNSE,AKZOINDIA,Akzo Nobel India Ltd. (AKZOINDIA)
XNSE,AGRITECH_UADJ,Agri-Tech (India) Ltd. (AGRITECH) Unadjusted Stock Prices
XNSE,ADHUNIK_UADJ,Adhunik Metaliks Ltd. (ADHUNIK) Unadjusted Stock Prices
XNSE,ABIRLANUVO,Aditya Birla Nuvo Ltd. (ABIRLANUVO)
XNSE,INIFTY,ICICI Prudential Asset Management Company Ltd. (INIFTY)
XNSE,SOFTTECHGR,STG Lifecare Ltd (SOFTTECHGR)
XNSE,MFHCPO36MSRG,HDFC Asset Management Company Ltd. (MFHCPO36MSRG)
XNSE,SBIN,State Bank of India (SBIN)
XNSE,SMEMKAYTOOLS,Emkay Taps & Cutting Tools Ltd. (SMEMKAYTOOLS)
XNSE,FCSSOFT_UADJ,FCS Software Solutions Ltd. (FCSSOFT) Unadjusted Stock Prices
XNSE,IL_FSENGG_UADJ,IL&FS Engineering and Construction Co Ltd (IL&FSENGG) Unadjusted Stock Prices
XNSE,ASTRAMICRO_UADJ,Astra Microwave Products Ltd. (ASTRAMICRO) Unadjusted Stock Prices
XNSE,BHARATFORG_UADJ,Bharat Forge Ltd. (BHARATFORG) Unadjusted Stock Prices
XNSE,PARABDRUGS_UADJ,Parabolic Drugs Ltd (PARABDRUGS) Unadjusted Stock Prices
XNSE,UVSL_UADJ,Uttam Value Steels Ltd (UVSL) Unadjusted Stock Prices
XNSE,JKPAPER,JK Paper Ltd (JKPAPER)
XNSE,NFL_UADJ,National Fertilizers Ltd. (NFL) Unadjusted Stock Prices
XNSE,INOXLEISUR_UADJ,INOX Leisure Ltd. (INOXLEISUR) Unadjusted Stock Prices
XNSE,SABTN_UADJ,Sri Adhikari Brothers Television Network Ltd. (SABTN) Unadjusted Stock Prices
XNSE,TATAMTRDVR_UADJ,Tata Motors Ltd. (TATAMTRDVR) Unadjusted Stock Prices
XNSE,SPENTEX,Spentex Industries Ltd. (SPENTEX)
XNSE,TRIGYN_UADJ,Trigyn Technologies Ltd. (TRIGYN) Unadjusted Stock Prices
XNSE,UVSL,Uttam Value Steels Ltd (UVSL)
XNSE,GBSGBSEP24,India (GBSGBSEP24)
XNSE,GBSGBNOV24_UADJ,India (GBSGBNOV24) Unadjusted Stock Prices
XNSE,GBSGBFEB24,India (GBSGBFEB24)
XNSE,WOCKPHARMA_UADJ,Wockhardt Ltd. (WOCKPHARMA) Unadjusted Stock Prices
XNSE,HCIL,Himadri Speciality Chemical Ltd. (HCIL)
XNSE,LICNMFET,LIC NOMURA Mutual Fund Asset Management Company Limited (LICNMFET)
XNSE,SRGINFOTEC,PAN India Corporation Ltd. (SRGINFOTEC)
XNSE,HDIL_UADJ,Housing Development & Infrastructure Ltd. (HDIL) Unadjusted Stock Prices
XNSE,MARATHON,Marathon Nextgen Realty Ltd. (MARATHON)
XNSE,SMDEVIT_UADJ,Dev Information Technology Ltd (SMDEVIT) Unadjusted Stock Prices
XNSE,CUBEXTUB_UADJ,Cubex Tubings Ltd. (CUBEXTUB) Unadjusted Stock Prices
XNSE,RASOYPR_UADJ,Rasoya Proteins Ltd. (RASOYPR) Unadjusted Stock Prices
XNSE,PIRPHYTO,Piramal Phytocare Ltd (PIRPHYTO)
XNSE,TVSSRICHAK,TVS Srichakra Ltd. (TVSSRICHAK)
XNSE,RTNPOWER_UADJ,RattanIndia Power Ltd. (RTNPOWER) Unadjusted Stock Prices
XNSE,Q2UPL_UADJ,UPL Ltd (Q2UPL) Unadjusted Stock Prices
XNSE,TATAMTRDVR,Tata Motors Ltd. (TATAMTRDVR)
XNSE,SFL,Sheela Foam Ltd (SFL)
XNSE,POLYMED_UADJ,Poly Medicure Ltd. (POLYMED) Unadjusted Stock Prices
XNSE,KECL,Kirloskar Electric Co. Ltd. (KECL)
XNSE,UCALFUEL,UCAL Fuel Systems Ltd. (UCALFUEL)
XNSE,INDLMETER_UADJ,IMP Powers Ltd (INDLMETER) Unadjusted Stock Prices
XNSE,NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd. (NAGREEKCAP)
XNSE,FACT,Fertilisers & Chemicals Travancore Ltd. (FACT)
XNSE,MANGALAM,Mangalam Drugs & Organics Ltd. (MANGALAM)
XNSE,MEGASOFT,Megasoft Ltd. (MEGASOFT)
XNSE,SYMPHONY,Symphony Ltd. (SYMPHONY)
XNSE,WABCOINDIA_UADJ,WABCO India Ltd (WABCOINDIA) Unadjusted Stock Prices
XNSE,TEXRAIL_UADJ,Texmaco Rail & Engineering Ltd (TEXRAIL) Unadjusted Stock Prices
XNSE,SUNPHARMA_UADJ,Sun Pharmaceutical Industries Ltd. (SUNPHARMA) Unadjusted Stock Prices
XNSE,RELIGARE,Religare Enterprises Ltd. (RELIGARE)
XNSE,STEL_UADJ,STEL Holdings Ltd (STEL) Unadjusted Stock Prices
XNSE,SOUTHBANK_UADJ,South Indian Bank Ltd. (SOUTHBANK) Unadjusted Stock Prices
XNSE,SICAGEN,Sicagen India Ltd (SICAGEN)
XNSE,RJL_UADJ,Renaissance Jewellery Ltd. (RJL) Unadjusted Stock Prices
XNSE,KIRLOSIND,Kirloskar Industries Ltd. (KIRLOSIND)
XNSE,LAXMIMACH,Lakshmi Machine Works Ltd. (LAXMIMACH)
XNSE,M50_UADJ,Motilal Oswal Asset Management Company Limited (M50) Unadjusted Stock Prices
XNSE,IBVENTURES_UADJ,Indiabulls Ventures Ltd. (IBVENTURES) Unadjusted Stock Prices
XNSE,AMDIND_UADJ,AMD Industries Ltd. (AMDIND) Unadjusted Stock Prices
XNSE,GARDENSILK,Garden Silk Mills Ltd. (GARDENSILK)
XNSE,EIHAHOTELS_UADJ,EIH Associated Hotels Ltd. (EIHAHOTELS) Unadjusted Stock Prices
XNSE,ASHAPURMIN,Ashapura Minechem Ltd. (ASHAPURMIN)
XNSE,ASIANPAINT,Asian Paints Ltd. (ASIANPAINT)
XNSE,ALKEM_UADJ,Alkem Laboratories Limited (ALKEM) Unadjusted Stock Prices
XNSE,ACE,Action Construction Equipment Ltd. (ACE)
XNSE,XCHANGING,Xchanging Solution Ltd (XCHANGING)
XNSE,TATACOMM,Tata Communications Ltd. (TATACOMM)
XNSE,SALONA,Salona Cotspin Ltd. (SALONA)
XNSE,PIPAVAVDOC,Reliance Defence & Engineering Ltd. (PIPAVAVDOC)
XNSE,PIPAVAVDOC_UADJ,Reliance Defence & Engineering Ltd. (PIPAVAVDOC) Unadjusted Stock Prices
XNSE,SNOWMAN_UADJ,Snowman Logistics Ltd. (SNOWMAN) Unadjusted Stock Prices
XNSE,JITFINFRA,JITF Infralogistics Ltd (JITFINFRA)
XNSE,GAMMNINFRA,Gammon Infrastructure Projects Ltd (GAMMNINFRA)
XNSE,BHUSANSTL,Bhushan Steel Ltd (BHUSANSTL)
XNSE,MUNJALAU,Munjal Auto Industries Ltd. (MUNJALAU)
XNSE,JKTYRE_UADJ,JK Tyre & Industries Ltd. (JKTYRE) Unadjusted Stock Prices
XNSE,DHARSUGAR,Dharani Sugars & Chemicals Ltd. (DHARSUGAR)
XNSE,GOLDENTOBC,Golden Tobacco Ltd (GOLDENTOBC)
XNSE,AMTEKAUTO_UADJ,Amtek Auto Ltd. (AMTEKAUTO) Unadjusted Stock Prices
XNSE,INDOTHAI,Indo Thai Securities Ltd (INDOTHAI)
XNSE,CEATLTD,Ceat Ltd. (CEATLTD)
XNSE,ALEMBICLTD,Alembic Ltd. (ALEMBICLTD)
XNSE,BRITANNIA,Britannia Industries Ltd. (BRITANNIA)
XNSE,GRPLTD,GRP Ltd. (GRPLTD)
XNSE,CINEVISTA,Cinevista Ltd (CINEVISTA)
XNSE,CEBBCO,Commercial Engineers & Body Builders Co Limited (CEBBCO)
XNSE,CANDC,C & C Constructions Ltd. (CANDC)
XNSE,ARIES,Aries Agro Ltd. (ARIES)
XNSE,FLFL,Future Lifestyle Fashions Ltd (FLFL)
